name,address,town,district,city,state,postal code,telephone,email,remarks
Magic Electricals,"7, G K Lane, Laxman Rao Road, Ist Cross,",Chickpet,BANGALORE,BANGALORE-KA,KARNATAKA,560053,9.19341E+11,magicelectric@rediffmail.com,"7, G K Lane, Laxman Rao Road, Ist Cross,,Chickpet"
Mahesh Marketing,"No.98/1,V S Ramaswamy Layout,Halasahalli Main Road",Varthur,BANGALORE,BANGALORE-KA,KARNATAKA,560087,9.19732E+11,maheshmarketing02@gmail.com,"No.98/1,V S Ramaswamy Layout,Halasahalli Main Road,Varthur"
Mahadev Power Tools And Electr,"02, Bannerghatta Village, Opp Police Station",Jigani Hobli Anekal Taluuk,BANGALORE,BANGALORE-KA,KARNATAKA,560083,9.19449E+11,mpte.rj19@gmail.com,"02, Bannerghatta Village, Opp Police Station,Jigani Hobli Anekal Taluuk"
Monica Electricals,"Shop No.3,T.C. Palya Gate",Old Madras Road,BANGALORE,BANGALORE-KA,KARNATAKA,560049,9.19449E+11,mahalaxmimonica@gmail.com,"Shop No.3,T.C. Palya Gate,Old Madras Road"
Pawan Electricals,"134,Chana Keshva Nagar,Hosa Road",Hosur Main Road,BANGALORE,BANGALORE-KA,KARNATAKA,560068,9.19037E+11,kailash.savit@gmail.com,"134,Chana Keshva Nagar,Hosa Road,Hosur Main Road"
Prakash Electricals,"No.45,Shop No.2,Ground Flr,Kathriguppa","Damain Rd.,Nest to Rashmi Kala Bhavan",BANGALORE,BANGALORE-KA,KARNATAKA,560085,9.19687E+11,manoharpraj10@gmail.com,"No.45,Shop No.2,Ground Flr,Kathriguppa,Damain Rd.,Nest to Rashmi Kala Bhavan"
R B Electra Centre,"No.23/71,Ground Floor,2nd Block","12th Main Road, Rajajinagar",BANGALORE,BANGALORE-KA,KARNATAKA,560010,9.1988E+11,rbelectra@gmail.com,"No.23/71,Ground Floor,2nd Block,12th Main Road, Rajajinagar"
R R Amith Kumar,"101,Ground Floor,3rd Main,10th Block","Nagarbhavi, 2nd Stage",BANGALORE,BANGALORE-KA,KARNATAKA,560072,9.19887E+11,amithravindra@gmail.com,"101,Ground Floor,3rd Main,10th Block,Nagarbhavi, 2"
R R Amith Kumar,"101,Ground Floor,3rd Main,10th Block","Nagarbhavi, 2nd Stage",BANGALORE,BANGALORE-KA,KARNATAKA,560072,9.19887E+11,amithravindra@gmail.com,"101,Ground Floor,3rd Main,10th Block,Nagarbhavi, 2"
Shreyas Lamps And Shades,"Shop No.2,Ist Floor, Sy No.34,Bellandur","Opp.Pratham Motors,Outer Ring Road",BANGALORE,BANGALORE-KA,KARNATAKA,560103,9.19846E+11,krishna_slslamps@yahoo.co.in,"Shop No.2,Ist Floor, Sy No.34,Bellandur,Opp.Pratham Motors,Outer Ring Road"
Shree Marketing,"17E, Street Fort",Behind Sharma Transports,BANGALORE,BANGALORE-KA,KARNATAKA,560002,9.19846E+11,dhanivenu@gmail.com,"17E, Street Fort,Behind Sharma Transports"
Shree Marketing,"17E, Street Fort",Behind Sharma Transports,BANGALORE,BANGALORE-KA,KARNATAKA,560002,9.19846E+11,dhanivenu@gmail.com,"17E, Street Fort,Behind Sharma Transports"
Shankara Building Products Lim,"G2, Farah Winsford,No.133, Infantry Road",,BANGALORE,BANGALORE-KA,KARNATAKA,560001,9.19325E+11,purchase.buildpro@shankarabuildpro.com,"G2, Farah Winsford,No.133, Infantry Road,"
Shri Prakash Electricals And L,"Ground floor No.38/2, 80Feet Main Road, Ward No.162, No.10/1",Ist Main Srinivasnagar,BANGALORE,BANGALORE-KA,KARNATAKA,560050,9.19986E+11,prakashelectricals.dinesh@gmail.com,"Ground floor No.38/2, 80Feet Main Road, Ward No.162, No.10/1,Ist Main Srinivasnagar"
Siddhi Kabel Corporation Priva,"No.3,Ist Main Road,Banashankari",3rd Stage,BANGALORE,BANGALORE-KA,KARNATAKA,560085,9.1962E+11,info@siddhikabel.com,"No.3,Ist Main Road,Banashankari,3rd Stage"
Siddhi Kabel Corporation Priva,"No.3,Ist Main Road,Banashankari",3rd Stage,BANGALORE,BANGALORE-KA,KARNATAKA,560085,9.1962E+11,info@siddhikabel.com,"No.3,Ist Main Road,Banashankari,3rd Stage"
Solax Renergy LLP,"463-31 Vivekananda Nilaya,13th Cross,10th Main",Wilson Garden,BANGALORE,BANGALORE-KA,KARNATAKA,560027,9.18884E+11,info@solaxrenergy.com,"463-31 Vivekananda Nilaya,13th Cross,10th Main,Wil"
Solax Renergy LLP,"463-31 Vivekananda Nilaya,13th Cross,10th Main",Wilson Garden,BANGALORE,BANGALORE-KA,KARNATAKA,560027,9.18884E+11,info@solaxrenergy.com,"463-31 Vivekananda Nilaya,13th Cross,10th Main,Wil"
Sri Sai Electricals,"NO V-31,10th Main Road,Peeny","2nd Stage Industrial Area,",BANGALORE,BANGALORE-KA,KARNATAKA,560058,9.19946E+11,srisai.electricals19@gmail.com,"NO V-31,10th Main Road,Peeny,2nd Stage Industrial Area,"
Sree Ganesh Enterprises,"No.192 C, 12th Block, 1st Cross",Nagarabhavi,BANGALORE,BANGALORE-KA,KARNATAKA,560072,9.19887E+11,Sreeganesh.entr@gmail.com,"No.192 C, 12th Block, 1st Cross,Nagarabhavi"
Sri Sapthagiri Electrical Serv,"No.258, 3rd Main Rd,,8th Mile,Nr.Sri-","Vinayaka Maruthi Temple,BhuvaneshwariNgr",BANGALORE,BANGALORE-KA,KARNATAKA,560056,9.19611E+11,srisapthagirielectricalservice@gmail.com,"No.258, 3rd Main Rd,,8th Mile,Nr.Sri-,Vinayaka Mar"
Sri Sapthagiri Electrical Serv,"No.258, 3rd Main Rd,,8th Mile,Nr.Sri-","Vinayaka Maruthi Temple,BhuvaneshwariNgr",BANGALORE,BANGALORE-KA,KARNATAKA,560056,9.19611E+11,srisapthagirielectricalservice@gmail.com,"No.258, 3rd Main Rd,,8th Mile,Nr.Sri-,Vinayaka Mar"
Sri Venkateshwara Electricals,"No.61,Khatha No.1094",Kamakshipalya Magadi Main Road,BANGALORE,BANGALORE-KA,KARNATAKA,560079,9845462695,shivaramvenkateshwara@gmail.com,"No.61,Khatha No.1094,Kamakshipalya Magadi Main Road"
Sri Diamond Hardware And Elect,"No.1,2, Chouhan Nivas,Gunjur Main Road",Varthur,BANGALORE,BANGALORE-KA,KARNATAKA,560087,9.19612E+11,mahendar.chouhan03@gmail.com,"No.1,2, Chouhan Nivas,Gunjur Main Road,Varthur"
Sri Sai Distributors,"No.35/1, Ground Floor,Sri Lakshmi Venkateshwara, 8th Cross","S P Extension, Malleshwaram",BANGALORE,BANGALORE-KA,KARNATAKA,560003,9.19845E+11,srisaidistributions@gmail.com,"No.35/1, Ground Floor,Sri Lakshmi Venkateshwara, 8th Cross,S P Extension, Malleshwaram"
Sushil Electricals,"S.V.Lane, Chickpet Cross",,BANGALORE,BANGALORE-KA,KARNATAKA,560053,9.1998E+11,lunkad.ankit@gmail.com,"S.V.Lane, Chickpet Cross,"
Suraksha Enterprises,"7, Ist Floor,Vasuki Complex,Sarjapura","Main Road, Attibele",BANGALORE,BANGALORE-KA,KARNATAKA,562107,9.19449E+11,surakshaelectricals2003@gmail.com,"7, Ist Floor,Vasuki Complex,Sarjapura,Main Road, A"
Suraksha Enterprises,"7, Ist Floor,Vasuki Complex,Sarjapura","Main Road, Attibele",BANGALORE,BANGALORE-KA,KARNATAKA,562107,9.19449E+11,surakshaelectricals2003@gmail.com,"7, Ist Floor,Vasuki Complex,Sarjapura,Main Road, A"
Ushodaya Electricals,"H.No.2324-9,S.No.1,2,HBR Layout","3rd Block,Site No.10,Nr.10th BTS Dept.",BANGALORE,BANGALORE-KA,KARNATAKA,560043,8073009278,ushodaya.plas@gmail.com,"H.No.2324-9,S.No.1,2,HBR Layout,3rd Block,Site No.10,Nr.10th BTS Dept."
Ushodaya Electricals,"H.No.2324-9,S.No.1,2,HBR Layout","3rd Block,Site No.10,Nr.10th BTS Dept.",BANGALORE,BANGALORE-KA,KARNATAKA,560043,8073009278,ushodaya.plas@gmail.com,"H.No.2324-9,S.No.1,2,HBR Layout,3rd Block,Site No.10,Nr.10th BTS Dept."
Vaibhav Lightronics,Shantwani Mansion 198/20 13Th Cross,"R.T.Street, B.V.K.Iyengar",BANGALORE,BANGALORE-KA,KARNATAKA,560053,9.19341E+11,vaibhavlightronics@ymail.com,"Shantwani Mansion 198/20 13Th Cross,R.T.Street, B.V.K.Iyengar"
Vaibhav Lightronics,Shantwani Mansion 198/20 13Th Cross,"R.T.Street, B.V.K.Iyengar",BANGALORE,BANGALORE-KA,KARNATAKA,560053,9.19341E+11,vaibhavlightronics@ymail.com,"Shantwani Mansion 198/20 13Th Cross,R.T.Street, B.V.K.Iyengar"
Vaishnavi Electronics,"N01,Sri Ramalingeshwara Nilaya,4th cross","B/H.SunRice School,VinayakaLayout,Hebbal",BANGALORE,BANGALORE-KA,KARNATAKA,560024,9.19242E+11,vaishnaviinfrastructure@agmail.com,"N01,Sri Ramalingeshwara Nilaya,4th cross,B/H.SunRi"
Vaishnavi Electronics,"N01,Sri Ramalingeshwara Nilaya,4th cross","B/H.SunRice School,VinayakaLayout,Hebbal",BANGALORE,BANGALORE-KA,KARNATAKA,560024,9.19242E+11,vaishnaviinfrastructure@agmail.com,"N01,Sri Ramalingeshwara Nilaya,4th cross,B/H.SunRi"
Vaishnavi Electricals,"No.276,Byrappa Complex,4th Main","S.S.A. Road, Hebbal",BANGALORE,BANGALORE-KA,KARNATAKA,560024,9.19037E+11,mail.ranganthv@gmail.com,"No.276,Byrappa Complex,4th Main,S.S.A. Road, Hebba"
Velnet Non-Conventional Energy,"192/45 Opp. To Govt School,",,BANGALORE,BANGALORE-KA,KARNATAKA,562110,9.19846E+11,purchase@kamalsolar.com,
Velnet Non-Conventional Energy,"192/45 Opp. To Govt School,",,BANGALORE,BANGALORE-KA,KARNATAKA,562110,9.19846E+11,purchase@kamalsolar.com,
Vinayaka Enterprises,"30/1A, Shop No. 12 and 13, 1st Flr, Kanakpura Main Road,","Chunchaghatta Cross, Yelachenahalli",BANGALORE,BANGALORE-KA,KARNATAKA,560078,9.19341E+11,vnk_enter@yahoo.co.in,"30/1A, Shop No. 12 and 13, 1st Flr, Kanakpura Main Road,,Chunchaghatta Cross, Yelachenahalli"
Vidisha Power Solutions,"3317,2nd Floor, 13th Main,7th Cross","Hal 2nd Stage,Indranagar",BANGALORE,BANGALORE-KA,KARNATAKA,560008,9.19845E+11,sateeshaccess@yahoo.co.in,"3317,2nd Floor, 13th Main,7th Cross,Hal 2nd Stage,"
Vidisha Power Solutions,"3317,2nd Floor, 13th Main,7th Cross","Hal 2nd Stage,Indranagar",BANGALORE,BANGALORE-KA,KARNATAKA,560008,9.19845E+11,sateeshaccess@yahoo.co.in,"3317,2nd Floor, 13th Main,7th Cross,Hal 2nd Stage,"
Vishnu Electricals,"269, Ground Floor, G.O. Compound","Belthur, Kadugodi Post",BANGALORE,BANGALORE-KA,KARNATAKA,560067,9.19732E+11,vishnuelectricals409@gmail.com,"269, Ground Floor, G.O. Compound,Belthur, Kadugodi Post"
Bharathi Electricals,"Shop No.1, Building No.10 Shakthi Complex ,","Basettypet, Chickpet",BANGALORE,BANGALORE-KA,KARNATAKA,560053,9.19845E+11,accounts@bharathielectricals.com,"Shop No.1, Building No.10 Shakthi Complex ,,Basettypet, Chickpet"
G.M.Electricals,"203/6 ,5Th Cross,1St Main Road","K.N.Extention,Yeshwanthpu",BANGALORE,BANGALORE-KA,KARNATAKA,560022,9.1988E+11,gmelectricals10@yahoo.in,"203/6 ,5Th Cross,1St Main Road,K.N.Extention,Yeshwanthpu"
Ssy Distribution House Llp,"Shop No -97, 1st Floor Maruti Plaza",Chickpet Bangalore,BANGALORE,BANGALORE-KA,KARNATAKA,560053,9341622222,Sanjay@ssyllp.com,"Shop No -97, 1st Floor Maruti Plaza,Chickpet Bangalore"
K.S.R. Ceramics,"Site No.8,GF And 1st Flr,KathaNo.291/3/4/3","IstBlock,Akshayanagar,Kowdehehalli,M.Ngr",BANGALORE,BANGALORE-KA,KARNATAKA,560016,9.19664E+11,sashi@ksrceramics.com,"Site No.8,GF And 1st Flr,KathaNo.291/3/4/3,IstBlock,Akshayanagar,Kowdehehalli,M.Ngr"
Prime Tech Solutions,"65/1, Sri Sai Ram Nilayam, 10th Main 4th Cross, Gokula Ext.",Mathikere,BANGALORE,BANGALORE-KA,KARNATAKA,560054,9986031444,info@primetechsolutions.co.in,"65/1, Sri Sai Ram Nilayam, 10th Main 4th Cross, Gokula Ext.,Mathikere"
National Electricals,"No.33,Devaki Apparao Layout,Opposite To","Gurumurthy Reddy Layout,Rammurthy Ngr.",BANGALORE,BANGALORE-KA,KARNATAKA,560016,9.19732E+11,national3757@gmail.com,"No.33,Devaki Apparao Layout,Opposite To,Gurumurthy Reddy Layout,Rammurthy Ngr."
Galaxy Paints And Hardwares,"22, 5th Cross,","Koramangla,",BANGALORE,BANGALORE-KA,KARNATAKA,560095,9844251704,Galaxykoramangala@gmail.com,"22, 5th Cross,,Koramangla,"
Sree Skanda Enterprises,"No 13, 6th Main, T Dasarahalli,","Bhuvaneshwari Nagar, Hesaraghatta Main",BANGALORE,BANGALORE-KA,KARNATAKA,560057,9886562469,Sreeskandaent@gmail.com,"No 13, 6th Main, T Dasarahalli,,Bhuvaneshwari Nagar, Hesaraghatta Main"
Magic Distributors,"No.65 K No.451, Horamavu Village",K R Puram,BANGALORE,BANGALORE-KA,KARNATAKA,560043,9.19902E+11,venkyg69@gmail.com,"No.65 K No.451, Horamavu Village,K R Puram"
Ratan Electricals,"Garudachar STD,Complex Shanthaveeraiah Lane Chickpet Cross,",,BANGALORE,BANGALORE-KA,KARNATAKA,560053,9980049456,ratan.electricals@yahoo.com,"Garudachar STD,Complex Shanthaveeraiah Lane Chickpet Cross,,"
Art N Lights,"5ac-434, Ground Floor, Sai Sharan Skies, 2nd Block","H R B R Layout,  Bangalore",BANGALORE,BANGALORE-KA,KARNATAKA,560043,9035040148,Artnlight01@gmail.com,"5ac-434, Ground Floor, Sai Sharan Skies, 2nd Block,H R B R Layout,  Bangalore"
Prakash Electricals And Electr,"Mangammanapalya Bus Stop,","Hosur Main Rd Cross, Bommanahalli",BANGALORE,BANGALORE-KA,KARNATAKA,560068,9.19611E+11,balramelectrical@gmail.com,"Mangammanapalya Bus Stop,,Hosur Main Rd Cross, Bommanahalli"
Sushil Electricals,"Shop No 8, 18 And 19, Ground Floor, B K Garudachar","No 234, S V Lance, Otc Road, Bangalore",BANGALORE,BANGALORE-KA,KARNATAKA,560053,9742836807,Sushil.electricals@yahoo.co.in,"Shop No 8, 18 And 19, Ground Floor, B K Garudachar,No 234, S V Lance, Otc Road, Bangalore"
Mohan Cable House,"CTS No.903/1,Ground Floor,Fort Road",Belagavi,BELGAUM,BELGAUM-KA,KARNATAKA,590001,9.19448E+11,mohancablehousebgm@gmail.com,"CTS No.903/1,Ground Floor,Fort Road,Belagavi"
R K  Electronics,1524 Maruti Gali,,BELGAUM,BELGAUM-KA,KARNATAKA,590001,9.19449E+11,rkebgm@gmail.com,"1524 Maruti Gali,"
Shri Genji Electricals,CTS No.1428 and 1429. Samarth Anugarh Aptt.,Basavan Galli,BELGAUM,BELGAUM-KA,KARNATAKA,590001,9.1945E+11,genjiele@yahoo.in,"CTS No.1428 and 1429. Samarth Anugarh Aptt.,Basavan Galli"
Shri Genji Electricals,CTS No.1428 and 1429. Samarth Anugarh Aptt.,Basavan Galli,BELGAUM,BELGAUM-KA,KARNATAKA,590001,9.1945E+11,genjiele@yahoo.in,"CTS No.1428 and 1429. Samarth Anugarh Aptt.,Basavan Galli"
Vaibhav Enterprises,"House No 270, Ground Floor,Part-A, Uppar Galli",Khasbag,BELGAUM,BELGAUM-KA,KARNATAKA,590003,9.1888E+11,vaibhavbb25@gmail.com,"House No 270, Ground Floor,Part-A, Uppar Galli,Khasbag"
Bhavani Lightings,Shop No. 6 And 7 Kalidas Complex,"Hubli By Pass Road, Navanagar",BAGALKOT,BAGALKOT-KA,KARNATAKA,587103,9.1974E+11,venkatesh.dani@yahoo.in,"Shop No. 6 And 7 Kalidas Complex,Hubli By Pass Road, Navanagar"
Bhavani Lightings,Shop No. 6 And 7 Kalidas Complex,"Hubli By Pass Road, Navanagar",BAGALKOT,BAGALKOT-KA,KARNATAKA,587103,9.1974E+11,venkatesh.dani@yahoo.in,"Shop No. 6 And 7 Kalidas Complex,Hubli By Pass Road, Navanagar"
Sharavati Electrical Agencies,"No. 208, 209,, V T Gujjar Complex, Opp Sasnur Petrol Pump",College Road,BAGALKOT,BAGALKOT-KA,KARNATAKA,587101,9.19343E+11,Amrutdarbar@rediffmail.com,"No. 208, 209,, V T Gujjar Complex, Opp Sasnur Petrol Pump,College Road"
Sharavati Electrical Agencies,"No. 208, 209,, V T Gujjar Complex, Opp Sasnur Petrol Pump",College Road,BAGALKOT,BAGALKOT-KA,KARNATAKA,587101,9.19343E+11,Amrutdarbar@rediffmail.com,"No. 208, 209,, V T Gujjar Complex, Opp Sasnur Petrol Pump,College Road"
Govindaraju Electricals,"No.10/1,Soladevanahalli,Sasuvegatta Main Road",Hesaragatta Main Road,BELGAUM,ATHNI-KA,KARNATAKA,560090,9.19536E+11,govindrajelectricals79@gmail.com,"No.10/1,Soladevanahalli,Sasuvegatta Main Road,Hesa"
Govindaraju Electricals,"No.10/1,Soladevanahalli,Sasuvegatta Main Road",Hesaragatta Main Road,BELGAUM,ATHNI-KA,KARNATAKA,560090,9.19536E+11,govindrajelectricals79@gmail.com,"No.10/1,Soladevanahalli,Sasuvegatta Main Road,Hesa"
Laxmi Electricals,"Kirthi Colony, Near Church",Bhaghanagar,BELGAUM,ATHNI-KA,KARNATAKA,583231,9.19341E+11,kaleshkumar.6966@gmail.com,"Kirthi Colony, Near Church,Bhaghanagar"
Laxmi Electricals,"Kirthi Colony, Near Church",Bhaghanagar,BELGAUM,ATHNI-KA,KARNATAKA,583231,9.19341E+11,kaleshkumar.6966@gmail.com,"Kirthi Colony, Near Church,Bhaghanagar"
Pavan Associates,"No.9,Nandini Nagar,Nr.Priya Darshini Cly.",Gokul Road,BELGAUM,ATHNI-KA,KARNATAKA,580030,9.19448E+11,pavanassociates03@gmail.com,"No.9,Nandini Nagar,Nr.Priya Darshini Cly.,Gokul Ro"
Pavan Associates,"No.9,Nandini Nagar,Nr.Priya Darshini Cly.",Gokul Road,BELGAUM,ATHNI-KA,KARNATAKA,580030,9.19448E+11,pavanassociates03@gmail.com,"No.9,Nandini Nagar,Nr.Priya Darshini Cly.,Gokul Ro"
S.R. Enterprises,"Suhas Building, Behind UCO Bank, B H Nagar",,BELGAUM,ATHNI-KA,KARNATAKA,572103,9.19903E+11,sre.srenterprises@gmail.com,
S.R. Enterprises,"Suhas Building, Behind UCO Bank, B H Nagar",,BELGAUM,ATHNI-KA,KARNATAKA,572103,9.19903E+11,sre.srenterprises@gmail.com,
SSE Enterprises,"B.No.4/2,49,Opp.Ayesha Medical","2nd Cross,M J Nagar",BELGAUM,ATHNI-KA,KARNATAKA,583201,9.19448E+11,sseentp@gmail.com,"B.No.4/2,49,Opp.Ayesha Medical,2nd Cross,M J Nagar"
SSE Enterprises,"B.No.4/2,49,Opp.Ayesha Medical","2nd Cross,M J Nagar",BELGAUM,ATHNI-KA,KARNATAKA,583201,9.19448E+11,sseentp@gmail.com,"B.No.4/2,49,Opp.Ayesha Medical,2nd Cross,M J Nagar"
Katyayani Enterprises,"Dhaka Road, Mathiya",,EAST CHAMPARAN,MOTIHARI-BR,BIHAR,845401,9999575685,rohit251@gmail.com,"Dhaka Road, Mathiya,"
Abban Enterprises,"CMC No.9-3-66/2,Out Side Shah Gunj, Main Road",,BIDAR,BIDAR-KA,KARNATAKA,585401,9.19342E+11,syedateeqroshan@gmail.com,"CMC No.9-3-66/2,Out Side Shah Gunj, Main Road,"
Ramesh Distributors,"9-1-95, Railway Station Road",,BIDAR,BIDAR-KA,KARNATAKA,585401,9844006780,ramesh.distributors99@gmail.com,"9-1-95, Railway Station Road,"
Sai Charan Enterprises,"CMC No 92-15, Near Canara Bank",Gumpa,BIDAR,BIDAR-KA,KARNATAKA,585403,9480660558,saicharanhavells@gmail.com,"CMC No 92-15, Near Canara Bank,Gumpa"
Nafees Electricals,"NH 17 Nawayath Colony, Near Shifa Cross,",,UTTARA KANNADA,BHATKAL-KA,KARNATAKA,581320,9.1988E+11,contact@nafeeselectricals.com,"NH 17 Nawayath Colony, Near Shifa Cross,,"
Ujala Traders,"Shop No.3,Ground Floor, Sri Sai Shopping Mall","Cowl Bazar, Main Road",BELLARY,BELLARY-KA,KARNATAKA,583101,9.19484E+11,ujala.traders108@gmail.com,"Shop No.3,Ground Floor, Sri Sai Shopping Mall,Cowl Bazar, Main Road"
Kundan Agencies,"SSB Complex, Bangalore Road",,CHITRADURGA,CHALLAKERE-KA,KARNATAKA,577522,9.19886E+11,kundanclk@gmail.com,"SSB Complex, Bangalore Road,"
Prabhu Electricals,Deviation Road,,CHAMARAJANAGAR,CHAMARAJANAGAR-KA,KARNATAKA,571313,9.19449E+11,prabhuelectricalrajesh@gmail.com,"Deviation Road,"
Sri Hari Traders,"Shree Hari Traders, C. N. Road",Bhadravathi Shimoga,SHIMOGA,BHADRAVATI-KA,KARNATAKA,577301,9900709993,Sriharitraders1@gmail.com,"Shree Hari Traders, C. N. Road,Bhadravathi Shimoga"
A M Enterprises,"MA No.7159/5268, First Floor,Beside Azam Community Hall",Anjuman Street,CHIKKAMAGALURU,CHIKMAGALUR-KA,KARNATAKA,577101,9.19845E+11,nadeempashaca@gmail.com,"MA No.7159/5268, First Floor,Beside Azam Community Hall,Anjuman Street"
Navkar Electricals,"234/3, Mahesh Plaza, P B Road,Old Bus Stand Opp",,DAVANAGERE,DAVANAGERE-KA,KARNATAKA,577002,9.19449E+11,navkaratdvg@gmail.com,"234/3, Mahesh Plaza, P B Road,Old Bus Stand Opp,"
Schchara Allied Business,"No. 18, RMC Link Road, Onion Marke",Near P B Road,DAVANAGERE,DAVANAGERE-KA,KARNATAKA,577002,9.19633E+11,manju.tilestone@gmail.com,"No. 18, RMC Link Road, Onion Marke,Near P B Road"
Kiran Distributors,"1633/1a, Hadadi Road,","Davangere,",DAVANAGERE,DAVANAGERE-KA,KARNATAKA,577002,9448293013,Kirandistributors.dvg@gmail.com,"1633/1a, Hadadi Road,,Davangere,"
Sri Om Marketing,"Kh No.850-5-1884-826/5,Old Bus Stand","Devanahalli Town, Devanahalli Tq",BANGALORE RURAL,DEVANAHALLI-KA,KARNATAKA,562110,9.19844E+11,sriommarketing@gmail.com,"Kh No.850-5-1884-826/5,Old Bus Stand,Devanahalli Town, Devanahalli Tq"
Mythrishree Enterprises,Near Ayappa Temple,,BANGALORE RURAL,DARGAJOGIHALLI-KA,KARNATAKA,561203,9.18123E+11,msedbpur@gmail.com,"Near Ayappa Temple,"
Jagadale Enterprises,"Plot No.Q-26, Sy No.98,4th Main",Belur Industrial Estate,DHARWAD,DHARWAD-KA,KARNATAKA,580011,9.19987E+11,info@jagadaleenterorises.com,"Plot No.Q-26, Sy No.98,4th Main,Belur Industrial Estate"
Jagadale Enterprises,"Plot No.Q-26, Sy No.98,4th Main",Belur Industrial Estate,DHARWAD,DHARWAD-KA,KARNATAKA,580011,9.19987E+11,info@jagadaleenterorises.com,"Plot No.Q-26, Sy No.98,4th Main,Belur Industrial Estate"
Mark Marketing Corporation,"1st Cross, Nagarkar Colony,",Next To Nttf Boys Hostel,DHARWAD,DHARWAD-KA,KARNATAKA,580007,9.19845E+11,markmarketingdwd@rediffmail.com,"1st Cross, Nagarkar Colony,,Next To Nttf Boys Hostel"
Kalloli Traders,"CTS 2967/2968, Raviwar Peth",,BELGAUM,GOKAK-KA,KARNATAKA,591307,9449000961,kallolitradersgkk@gmail.com,"CTS 2967/2968, Raviwar Peth,"
Kalloli Traders,"CTS 2967/2968, Raviwar Peth",,BELGAUM,GOKAK-KA,KARNATAKA,591307,9449000961,kallolitradersgkk@gmail.com,"CTS 2967/2968, Raviwar Peth,"
M.V.R. Marketing,"Ground Floor, CTS No: 3814/1/A1,Shigali Compound",New Bus Stand Road,GADAG,GADAG-KA,KARNATAKA,582101,9.19344E+11,aravraddi@gmail.com,"Ground Floor, CTS No: 3814/1/A1,Shigali Compound,New Bus Stand Road"
Anusha Marketing,Shop No.10-4/6 Sangmeshwar,Colony S B Temple Road,GULBARGA,GULBARGA-KA,KARNATAKA,585103,9.19448E+11,anushamarketing7@gmail.com,"Shop No.10-4/6 Sangmeshwar,Colony S B Temple Road"
Bulbule Engineering Company,Kirana Bazaar,,GULBARGA,GULBARGA-KA,KARNATAKA,585101,9.19448E+11,sureshbulbule@gmail.com,"Kirana Bazaar,"
Bulbule Engineering Company,Kirana Bazaar,,GULBARGA,GULBARGA-KA,KARNATAKA,585101,9.19448E+11,sureshbulbule@gmail.com,"Kirana Bazaar,"
Akshaya Solar Solutions,Near Shivajyothi Kalyana Mantapa,Jadlimane Road,HASSAN,HASSAN-KA,KARNATAKA,573201,9.19449E+11,akshayasolar55@gmail.com,"Near Shivajyothi Kalyana Mantapa,Jadlimane Road"
Akshaya Solar Solutions,Near Shivajyothi Kalyana Mantapa,Jadlimane Road,HASSAN,HASSAN-KA,KARNATAKA,573201,9.19449E+11,akshayasolar55@gmail.com,"Near Shivajyothi Kalyana Mantapa,Jadlimane Road"
Lighting Palace,R.C. Road,,HASSAN,HASSAN-KA,KARNATAKA,573201,9.19973E+11,naveengowdahs.08@gmail.com,"R.C. Road,"
Mahaveer Electricals And Hardw,"Shop No.A2, Guru Bhavana Complex,Old Post Office Road",Back to Vanivalasa School,HASSAN,HASSAN-KA,KARNATAKA,573201,9.19633E+11,mahaveerelectricals.hsn@gmail.com,"Shop No.A2, Guru Bhavana Complex,Old Post Office Road,Back to Vanivalasa School"
Nakoda Agencies,"Krishna Complex,Municipal Office Road",,HASSAN,HASSAN-KA,KARNATAKA,573201,9.19946E+11,nakodahsn@gmail.com,"Krishna Complex,Municipal Office Road,"
Tulasi Enterprises,C/o Nagabhushan,"Beh.GanapathiTemple, P andT Coloney",HASSAN,HASSAN-KA,KARNATAKA,573201,9.19539E+11,tulasient.sales@gmail.com,"C/o Nagabhushan,Beh.GanapathiTemple, P andT Coloney"
Tulasi Enterprises,C/o Nagabhushan,"Beh.GanapathiTemple, P andT Coloney",HASSAN,HASSAN-KA,KARNATAKA,573201,9.19539E+11,tulasient.sales@gmail.com,"C/o Nagabhushan,Beh.GanapathiTemple, P andT Coloney"
Ravi Light House,"1, Near Panduranga Temple,","Telugara Beedi,",HASSAN,HASSAN-KA,KARNATAKA,573201,9611458572,Harishlights98@gmail.com,"1, Near Panduranga Temple,,Telugara Beedi,"
Sri Padma Enterprises,"1019, 7th Cross, Shree Lakshmi Nilaya,","K R Puram, Hassan,",HASSAN,HASSAN-KA,KARNATAKA,573201,9886463333,harishgowda.h@gmail.com,"1019, 7th Cross, Shree Lakshmi Nilaya,,K R Puram, Hassan,"
Bluetech India,"1234/5,Opp.Navya Hospital,Kempapura Main Road,H.A.Farm Post",Darasahalli,BANGALORE,HEBBALU-KA,KARNATAKA,560024,9900204641,bluetech.blr@gmail.com,"1234/5,Opp.Navya Hospital,Kempapura Main Road,H.A.Farm Post,Darasahalli"
Prakash Electricals,"Near Hospital Circle Church Road,",,CHITRADURGA,HIRIYUR-KA,KARNATAKA,577598,9.19886E+11,lprakashbfn@gmail.com,"Near Hospital Circle Church Road,,"
